v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",,,
ham,Once free call me sir.,,,
ham,No but the bluray player can,,,
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,One small prestige problem now.,,,
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,,,
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),,,
ham,Yes.he have good crickiting mind,,,
ham,Please attend the phone:),,,
ham,I fetch yun or u fetch?,,,
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
ham,Ya:)going for restaurant..,,,
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,
ham,Same to u...,,,
ham,You have got tallent but you are wasting.,,,
ham,Mum ask Ì_ to buy food home...,,,
ham,Mm have some kanji dont eat anything heavy ok,,,
ham,Anything lor is she coming?,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,,
ham,Same to u...,,,
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,
ham,Teach me apps da. When you come to college.,,,
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",,,
ham,K k :-):-) then watch some films.,,,
ham,Can you do online transaction?,,,
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,Id have to check but there's only like 1 bowls worth left,,,
ham,"Vikky, come around  &lt;TIME&gt; ..",,,
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
ham,Hey leave it. not a big deal:-) take care.,,,
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,
ham,Am slow in using biola's fne,,,
ham,Double eviction this week - Spiral and Michael and good riddance to them!,,,
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,,,
ham,Hows the street where the end of library walk is?,,,
ham,I love your ass! Do you enjoy doggy style? :),,,
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
spam,08714712388 between 10am-7pm Cost 10p,,,
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
ham,Hello which the site to download songs its urgent pls,,,
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",,,
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
ham,When i have stuff to sell i.ll tell you,,,
ham,My phone,,,
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
ham,At WHAT TIME should i come tomorrow,,,
ham,So what about you. What do you remember,,,
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,
ham,K:)k:)good:)study well.,,,
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",,,
ham,Or ill be a little closer like at the bus stop on the same street,,,
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
ham,As in i want custom officer discount oh.,,,
ham,What pa tell me.. I went to bath:-),,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,,,
ham,Aiyah then i wait lor. Then u entertain me. Hee...,,,
ham,Just wanted to say holy shit you guys weren't kidding about this bud,,,
ham,Where to get those?,,,
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
ham,Yes:)here tv is always available in work place..,,,
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,,,
ham,I love your ass! Do you enjoy doggy style? :),,,
ham,That seems unnecessarily affectionate,,,
ham,You can jot down things you want to remember later.,,,
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,Try to do something dear. You read something for exams,,,
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,,,
ham,"Sounds good, keep me posted",,,
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
ham,Just sleeping..and surfing,,,
ham,Howz that persons story,,,
ham,Its going good...no problem..but still need little experience to understand american customer voice...,,,
ham,"Looks like you found something to do other than smoke, great job!",,,
ham,Ok. No wahala. Just remember that a friend in need ...,,,
ham,I hope your pee burns tonite.,,,
ham,Yes. Last  practice,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
ham,U don't remember that old commercial?,,,
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
ham,Headin towards busetop,,,
ham,Enjoy urself tmr...,,,
ham,How dare you change my ring,,,
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,,,
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",,,
ham,Wat happened to the cruise thing,,,
ham,Lara said she can loan me  &lt;#&gt; .,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,I love to give massages. I use lots of baby oil... What is your fave position?,,,
spam,SMS. ac sun0819 posts HELLO:\You seem cool," wanted to say hi. HI!!!\"" Stop? Send STOP to 62468""",,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,,,
ham,"Haha awesome, omw back now then",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,,,
ham,K.k.how is your business now?,,,
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,,
ham,He is world famamus....,,,
ham,"Sir, I am waiting for your mail.",,,
ham,Nan sonathaya soladha. Why boss?,,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,
ham,"Good! No, don‰Û÷t need any receipts‰ÛÓwell done! (‰Û_) Yes, please tell . What‰Û÷s her number, i could ring her",,,
ham,Cos daddy arranging time c wat time fetch Ì_ mah...,,,
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,,,
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,No plans yet. What are you doing ?,,,
ham,Ok thanx...,,,
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",,,
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",,,
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",,,
ham,Already one guy loving you:-.,,,
ham,"Yep, by the pretty sculpture",,,
ham,Dunno he jus say go lido. Same time 930.,,,
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,
